;baseMean;log2FoldChange;lfcSE;pvalue;padj;symbol;entrez
ENSG00000184216;2521.013367;0.236154424;0.109923095;0.020874966;0.082103638;IRAK1;3654
ENSG00000241973;2514.930435;-0.190434817;0.08610574;0.020892833;0.082155954;PI4KA;5297
ENSG00000171204;493.3522115;-0.24618352;0.115401278;0.020944446;0.082340915;TMEM126B;55863
ENSG00000168374;5144.78531;0.20648633;0.095505683;0.020961916;0.082391595;ARF4;378
ENSG00000011258;368.7640514;-0.268889613;0.128253219;0.020980865;0.082432422;MBTD1;54799
ENSG00000131759;691.2705367;-0.253870717;0.11932959;0.020981466;0.082432422;RARA;5914
ENSG00000204536;302.2629047;-0.268021618;0.127782958;0.02101129;0.082531578;CCHCR1;54535
ENSG00000176809;270.531152;-0.285028647;0.138093428;0.02101648;0.082533945;LRRC37A3;374819
ENSG00000262097;3.550997451;-0.240089989;0.442854135;0.021024936;NA;NA;NA
ENSG00000213889;22.24380989;0.579942454;0.471461552;0.021090656;0.08280717;PPM1N;147699
ENSG00000206418;577.5851513;0.283545292;0.137497854;0.021121319;0.082909472;RAB12;201475
ENSG00000119630;712.0558735;-0.538983327;0.588743126;0.021129737;0.082924426;PGF;5228
ENSG00000102125;322.4548634;0.2663283;0.126937482;0.021134701;0.082925819;TAZ;6901
ENSG00000182389;48.99657244;-0.462329798;0.279449568;0.021142307;0.082937578;CACNB4;785
ENSG00000039523;1099.934415;0.206722964;0.094532324;0.021229124;0.083259995;RIPOR1;79567
ENSG00000259036;6.530181624;-0.318383889;0.545613181;0.021281697;0.083447998;NA;NA
ENSG00000103316;13.11174191;-0.575893658;0.744880746;0.021295582;0.083484248;CRYM;1428
ENSG00000225259;197.5576629;-0.30028298;0.147748633;0.021311911;0.083530066;NA;NA
ENSG00000132640;1449.161199;0.227506902;0.105637021;0.021327326;0.083537855;BTBD3;22903
ENSG00000015153;229.952642;0.332789715;0.169692307;0.021327361;0.083537855;YAF2;10138
ENSG00000175893;399.4221271;0.25420277;0.119855161;0.021328412;0.083537855;ZDHHC21;340481
ENSG00000123159;1193.361286;0.212205161;0.09762304;0.021332469;0.083537855;GIPC1;10755
ENSG00000171552;1968.200317;0.215776006;0.099431469;0.021372912;0.08367802;BCL2L1;598
ENSG00000188385;11.96906598;-0.60027338;0.754722886;0.021405254;0.083786412;JAKMIP3;282973
ENSG00000072864;255.7202195;0.281905324;0.136513592;0.021419997;0.083825888;NDE1;54820
ENSG00000176102;350.2594157;-0.270881038;0.129980593;0.021428972;0.083839714;CSTF3;1479
ENSG00000104824;1827.256722;-0.183108544;0.082928311;0.021432849;0.083839714;HNRNPL;3191
ENSG00000204397;97.07829929;-0.409058657;0.230388104;0.021447932;0.083880481;CARD16;114769
ENSG00000230333;40.83749385;0.515726619;0.357187457;0.021470823;0.083951757;NA;NA
ENSG00000231852;2.638833335;-0.175717434;0.378256039;0.021472352;NA;CYP21A2;1589
ENSG00000197124;41.07366022;-0.509345645;0.344865208;0.021477583;0.083959947;ZNF682;91120
ENSG00000184374;18.21474707;-0.593980042;0.540729928;0.021495485;0.084010139;COLEC10;10584
ENSG00000144339;22.57282934;-0.573810092;0.457568335;0.02149976;0.084010139;TMEFF2;23671
ENSG00000169629;894.3786762;-0.203600977;0.093367896;0.021542023;0.084157005;RGPD8;727851
ENSG00000037749;833.3300854;0.219467023;0.100922833;0.021587219;0.084315264;MFAP3;4238
ENSG00000165912;493.448655;-0.244194153;0.11486793;0.021595588;0.084329648;PACSIN3;29763
ENSG00000198786;60091.8661;0.152202116;0.067900712;0.021654945;0.084543087;ND5;4540
ENSG00000127527;550.1089183;-0.234329379;0.109686902;0.021673953;0.084598939;EPS15L1;58513
ENSG00000154359;258.3799784;-0.323595775;0.164185946;0.021717689;0.084744011;LONRF1;91694
ENSG00000249565;193.0542503;0.327005102;0.166543855;0.021720539;0.084744011;NA;NA
ENSG00000148143;265.1819455;-0.342114507;0.179499957;0.02173077;0.084757896;ZNF462;58499
ENSG00000173621;176.1885886;0.377418611;0.206317564;0.021733518;0.084757896;LRFN4;78999
ENSG00000148429;334.7978443;-0.259456335;0.123339064;0.021756282;0.084828285;USP6NL;9712
ENSG00000132825;143.3934981;0.333293277;0.170315077;0.021803595;0.084994344;PPP1R3D;5509
ENSG00000197566;92.21446279;-0.394940927;0.215462173;0.021866693;0.085221849;ZNF624;57547
ENSG00000131778;683.263405;-0.247899902;0.118427341;0.021906861;0.085359907;CHD1L;9557
ENSG00000172037;12245.26956;-0.232938918;0.109588851;0.021933679;0.085445903;LAMB2;3913
ENSG00000110876;81.80379207;-0.412865561;0.235803548;0.021995147;0.085666813;SELPLG;6404
ENSG00000235655;2826.275743;-0.175412699;0.078793452;0.022012539;0.085715997;NA;NA
ENSG00000244171;88.53681352;-0.392201221;0.216726448;0.022023817;0.085741361;NA;NA
ENSG00000137364;344.502843;-0.31225941;0.158331936;0.022124473;0.08609746;TPMT;7172
ENSG00000164244;1531.60595;-0.197914994;0.090897184;0.022124856;0.08609746;PRRC1;133619
ENSG00000139192;242.8093287;-0.272802338;0.131951545;0.022152024;0.086184545;TAPBPL;55080
ENSG00000130811;1849.906824;0.202755316;0.091016912;0.022179926;0.086274446;EIF3G;8666
ENSG00000107829;505.7614795;0.229095465;0.107805606;0.022195385;0.08631592;FBXW4;6468
ENSG00000176438;457.5391107;0.297586698;0.148271152;0.022202794;0.086326074;SYNE3;161176
ENSG00000159335;4027.319543;0.247771215;0.117526673;0.0222349;0.08641845;PTMS;5763
ENSG00000121297;866.1678043;-0.217917239;0.101300974;0.022236158;0.08641845;TSHZ3;57616
ENSG00000234231;390.7116683;0.239914807;0.113036798;0.022255307;0.086463924;LOC730268;730268
ENSG00000164828;3038.264263;0.184556288;0.084301304;0.022257469;0.086463924;SUN1;23353
ENSG00000005156;205.6626588;-0.326851312;0.167638148;0.022264657;0.086473178;LIG3;3980
ENSG00000111671;123.9212033;-0.351945282;0.184402952;0.022273257;0.086487911;SPSB2;84727
ENSG00000133805;790.9618856;0.3327142;0.172919266;0.022282003;0.086503205;AMPD3;272
ENSG00000084754;4679.54989;0.198084224;0.090428319;0.022312707;0.08660372;HADHA;3030
ENSG00000259834;34.79298244;-0.542969668;0.483387326;0.022383878;0.086861224;NA;NA
ENSG00000134258;2.102050076;-0.108159255;0.335030205;0.022408742;NA;VTCN1;79679
ENSG00000162551;1110.146121;0.275460162;0.130897688;0.02240907;0.086940234;ALPL;249
ENSG00000223458;6.196331541;-0.361386838;0.615329122;0.022433685;0.087016971;LMO7DN-IT1;104326189
ENSG00000164038;395.5237091;0.241430458;0.114115016;0.022445923;0.087045677;SLC9B2;133308
ENSG00000100097;16959.49734;-0.168206292;0.07610242;0.022457931;0.087047887;LGALS1;3956
ENSG00000138036;396.9008083;0.263679352;0.126833857;0.022459455;0.087047887;DYNC2LI1;51626
ENSG00000111252;1151.537582;0.222825259;0.10427748;0.022461998;0.087047887;SH2B3;10019
ENSG00000178498;395.3734464;-0.274169101;0.133509137;0.022465844;0.087047887;DTX3;196403
ENSG00000021776;1158.888849;0.205314538;0.095300338;0.022471631;0.087051568;AQR;9716
ENSG00000122557;807.8065492;0.209429925;0.096312661;0.022509177;0.087178245;HERPUD2;64224
ENSG00000126947;1176.718387;-0.249195257;0.119426657;0.022525749;0.087223657;ARMCX1;51309
ENSG00000214184;5.144032477;-0.282200703;0.492083745;0.022573678;0.087390438;GCC2-AS1;644903
ENSG00000257702;64.34711789;-0.423271495;0.245940077;0.02260249;0.087467498;LBX2-AS1;151534
ENSG00000139675;1182.120626;0.209171413;0.097011692;0.022603305;0.087467498;HNRNPA1L2;144983
ENSG00000178125;2.53301829;-0.170506004;0.373837728;0.022618501;NA;PPP1R42;286187
ENSG00000178234;999.2080243;0.197778006;0.091066461;0.022633866;0.087566929;GALNT11;63917
ENSG00000186812;364.4761011;-0.281241632;0.138156004;0.022664682;0.087667301;ZNF397;84307
ENSG00000105325;763.0778437;-0.202724464;0.093756528;0.022672323;0.08767801;FZR1;51343
ENSG00000075790;963.0311677;0.242544652;0.114850341;0.022712201;0.087813353;BCAP29;55973
ENSG00000235652;107.3710893;-0.383616837;0.21200515;0.022787587;0.088076493;LOC100507557;100507557
ENSG00000197128;121.4119436;-0.381879781;0.211793288;0.02279005;0.088076493;ZNF772;400720
ENSG00000187098;1343.725666;0.24680311;0.117474224;0.022804788;0.08809437;MITF;4286
ENSG00000178342;16.44223528;0.549894665;0.651938163;0.022808894;0.08809437;KCNG2;26251
ENSG00000148399;287.2141664;-0.257339948;0.123993867;0.022809363;0.08809437;DPH7;92715
ENSG00000183779;1280.308578;0.336921397;0.177462901;0.02283338;0.088168205;ZNF703;80139
ENSG00000139832;91.67571354;0.385926475;0.213440136;0.022842756;0.088185487;RAB20;55647
ENSG00000024422;11727.00041;0.166861977;0.07520887;0.022969829;0.088657037;EHD2;30846
ENSG00000100554;908.2262645;0.198312057;0.091441514;0.023017216;0.088820886;ATP6V1D;51382
ENSG00000249119;74.55131841;0.4057534;0.230660535;0.023042211;0.088898275;NA;NA
ENSG00000092094;294.6873039;-0.257076539;0.123815414;0.023069362;0.088983944;OSGEP;55644
ENSG00000114982;2116.631504;0.232577506;0.110095684;0.023089433;0.089042277;KANSL3;55683
ENSG00000171408;780.6791742;-0.297116201;0.150293056;0.023107044;0.089091095;PDE7B;27115
ENSG00000136153;3106.083404;0.316274448;0.162969316;0.023114153;0.089099415;LMO7;4008
ENSG00000187601;388.1201384;-0.236566001;0.112216014;0.023119617;0.08910139;MAGEH1;28986
ENSG00000171109;914.2720327;0.198636539;0.092078503;0.023127582;0.089113;MFN1;55669
ENSG00000163554;7.12197285;-0.392768474;0.668637124;0.023146671;0.089167459;SPTA1;6708
ENSG00000153048;1062.770433;0.206985856;0.096260973;0.023156111;0.089184729;CARHSP1;23589
ENSG00000170088;517.8399315;0.273729869;0.134117502;0.023221208;0.08941631;TMEM192;201931
ENSG00000168491;9.645580284;-0.547217834;0.786346893;0.023226218;0.089416468;CCDC110;256309
ENSG00000205664;104.046653;-0.356202153;0.190255307;0.023264807;0.089537003;NA;NA
ENSG00000183458;1523.911685;0.262617983;0.127225959;0.023269308;0.089537003;NA;NA
ENSG00000107263;1834.818675;0.212207087;0.0990238;0.023272456;0.089537003;RAPGEF1;2889
ENSG00000259236;16.68878091;-0.583241364;0.57063906;0.023294495;0.08960264;NA;NA
ENSG00000205746;1712.697084;0.273026989;0.133893724;0.023334315;0.089736624;NA;NA
ENSG00000088256;1177.11396;0.198588482;0.092008893;0.023355312;0.089798179;GNA11;2767
ENSG00000151366;422.7265781;0.242143128;0.115814059;0.023436379;0.090090622;NDUFC2;4718
ENSG00000139990;1226.208239;-0.218881205;0.10316774;0.023525836;0.090410723;DCAF5;8816
ENSG00000237126;17.30306907;0.573615044;0.549017224;0.0235297;0.090410723;NA;NA
ENSG00000160781;23.61995909;0.55624438;0.498646499;0.023548757;0.090464633;PAQR6;79957
ENSG00000070614;7873.330108;0.249715573;0.120467595;0.023571019;0.090530823;NDST1;3340
ENSG00000183853;6691.565445;-0.165649649;0.076235851;0.023599633;0.090621381;KIRREL1;55243
ENSG00000184500;1211.117242;0.223640855;0.105706584;0.023607443;0.090632031;PROS1;5627
ENSG00000148053;56.53787723;0.437625875;0.264283062;0.023649353;0.090773562;NTRK2;4915
ENSG00000170027;3050.195321;0.172158706;0.078695474;0.023679157;0.090865105;YWHAG;7532
ENSG00000123933;3305.893398;-0.211429663;0.099655958;0.023683302;0.090865105;MXD4;10608
ENSG00000255197;21.61242208;0.552188329;0.492932133;0.023691265;0.09087628;NA;NA
ENSG00000196655;405.4857812;0.24010779;0.114943743;0.023701146;0.090894805;TRAPPC4;51399
ENSG00000144028;4374.661922;-0.17390467;0.080069126;0.023739712;0.091023307;SNRNP200;23020
ENSG00000136715;639.5332748;-0.250432221;0.119736735;0.023767598;0.091110815;SAP130;79595
ENSG00000169249;199.1347795;-0.321829984;0.166476649;0.023804096;0.09123129;ZRSR2;8233
ENSG00000102098;49.24938274;-0.451973341;0.281137063;0.023812877;0.091245509;SCML2;10389
ENSG00000065989;710.2012388;0.204095938;0.094993235;0.023840037;0.091330132;PDE4A;5141
ENSG00000161328;35.00200619;-0.493113719;0.334488841;0.023868725;0.09142057;LRRC56;115399
ENSG00000153130;904.4438584;0.240798551;0.115460514;0.023888502;0.091476848;SCOC;60592
ENSG00000108176;18.83721434;-0.571177058;0.528195049;0.023896646;0.091488563;DNAJC12;56521
ENSG00000063127;28.19929953;-0.535511663;0.415325218;0.023938601;0.091629691;SLC6A16;28968
ENSG00000175592;287.0770476;-0.387400892;0.222973223;0.023950895;0.091657252;FOSL1;8061
ENSG00000091127;171.6064972;0.372950815;0.20697056;0.023979424;0.09174692;PUS7;54517
ENSG00000100167;16.72551728;-0.528340969;0.665894719;0.02399651;0.091792773;SEPTIN3;55964
ENSG00000103034;174.4168832;-0.302349548;0.152976613;0.024085322;0.092112919;NDRG4;65009
ENSG00000111653;499.0475509;-0.257012752;0.126243386;0.024093851;0.092125956;ING4;51147
ENSG00000250033;5.563827173;-0.317354358;0.542442853;0.024112917;0.092179273;SLC7A11-AS1;641364
ENSG00000235257;27.0919208;-0.536749815;0.429909998;0.024171794;0.092379919;ITGA9-AS1;101928153
ENSG00000128000;253.7256461;-0.331035676;0.174480039;0.024175884;0.092379919;ZNF780B;163131
ENSG00000134590;4177.478287;0.182061698;0.082926725;0.024180806;0.092379919;RTL8C;8933
ENSG00000166035;29.96584444;-0.507476444;0.357371462;0.024187311;0.092385157;LIPC;3990
ENSG00000173473;1497.263819;-0.201408123;0.094384871;0.024243344;0.092579527;SMARCC1;6599
ENSG00000088808;131.2685038;-0.32762523;0.170918608;0.024294563;0.092755436;PPP1R13B;23368
ENSG00000136840;389.6207041;0.240490003;0.115602655;0.024322387;0.092841968;ST6GALNAC4;27090
ENSG00000116729;3659.635975;-0.19011709;0.088614965;0.02437514;0.093023598;WLS;79971
ENSG00000173327;542.2424444;0.222329049;0.105431543;0.024426738;0.093200749;MAP3K11;4296
ENSG00000233396;88.04998733;0.396614919;0.228093653;0.02449974;0.093445927;NA;NA
ENSG00000230712;16.93575746;0.485242037;0.663937225;0.024501383;0.093445927;NA;NA
ENSG00000155957;187.7876532;0.349906836;0.188443971;0.024518993;0.093493275;TMBIM4;51643
ENSG00000239713;145.0430424;-0.342652084;0.182267967;0.024532671;0.09352561;APOBEC3G;60489
ENSG00000165246;485.0857761;-0.27398753;0.136311721;0.024685764;0.094089309;NLGN4Y;22829
ENSG00000082512;445.6907502;0.295710376;0.152412752;0.024715482;0.094182629;TRAF5;7188
ENSG00000104904;7221.883058;0.188491455;0.082669627;0.024720978;0.094183628;OAZ1;4946
ENSG00000165714;179.2228725;-0.316183907;0.164765669;0.024741645;0.094242414;BORCS5;118426
ENSG00000101665;253.3681379;0.267134347;0.130890327;0.024764011;0.094307643;SMAD7;4092
ENSG00000254510;7.493236025;0.271023405;0.46639378;0.024823839;0.094507619;NA;NA
ENSG00000182685;29.80092569;0.527150096;0.414664653;0.024829544;0.094507619;BRICD5;283870
ENSG00000112031;425.1425452;0.234101927;0.112324023;0.024832279;0.094507619;MTRF1L;54516
ENSG00000163125;1030.132507;-0.203906672;0.096389484;0.024865596;0.094614408;RPRD2;23248
ENSG00000104953;12.21410458;0.560591871;0.660814125;0.024914424;0.094758497;TLE6;79816
ENSG00000177981;536.5690833;-0.237971597;0.114922002;0.024915823;0.094758497;ASB8;140461
ENSG00000176410;160.7070411;-0.313189829;0.161356493;0.024923346;0.094758497;DNAJC30;84277
ENSG00000155816;360.0851315;0.297870839;0.151815401;0.024927062;0.094758497;FMN2;56776
ENSG00000120910;342.5230769;0.311278898;0.16186614;0.024929795;0.094758497;PPP3CC;5533
ENSG00000063244;1952.587615;-0.213360367;0.100334454;0.024940236;0.094766991;U2AF2;11338
ENSG00000162881;6.779101862;-0.21493126;0.406097619;0.024942562;0.094766991;OXER1;165140
ENSG00000213593;696.5059566;0.206736619;0.097324778;0.024979836;0.094871079;TMX2;51075
ENSG00000235180;15.48034966;-0.570377829;0.601494941;0.024980503;0.094871079;LINC00601;101101772
ENSG00000138297;741.0805328;0.199097985;0.093528496;0.024989398;0.094872535;NA;NA
ENSG00000204789;35.2723264;-0.50615189;0.374657578;0.024991431;0.094872535;NA;NA
ENSG00000170425;93.91206142;-0.407175923;0.240077081;0.025029953;0.094998729;ADORA2B;136
ENSG00000044459;491.4611699;-0.24417311;0.117561883;0.025040743;0.095019641;CNTLN;54875
ENSG00000103540;364.2991855;-0.244453459;0.11860798;0.025057784;0.095060313;CCP110;9738
ENSG00000166295;816.3766989;0.197632113;0.09278679;0.025062028;0.095060313;ANAPC16;119504
ENSG00000162714;731.1210882;-0.230757403;0.110653814;0.025104319;0.095200659;ZNF496;84838
ENSG00000178795;6.301914733;0.296171102;0.505390825;0.025127212;0.095253293;GDPD4;220032
ENSG00000139146;117.3340832;0.334630183;0.177500461;0.025128893;0.095253293;SINHCAF;58516
ENSG00000249673;240.1814092;-0.290374019;0.147309131;0.02513408;0.095253293;NA;NA
ENSG00000121680;265.2190846;0.26407296;0.129495745;0.025141083;0.095259771;PEX16;9409
ENSG00000109220;278.1203095;0.269745347;0.134629169;0.025168175;0.095325866;CHIC2;26511
ENSG00000100802;122.061117;-0.337854134;0.179593974;0.025169122;0.095325866;C14orf93;60686
ENSG00000143512;9.913232823;-0.482938418;0.735580962;0.025179641;0.095345635;HHIPL2;79802
ENSG00000205275;228.4586188;-0.364193759;0.202583952;0.025186493;0.095351518;NA;NA
ENSG00000120992;451.3542342;0.268458185;0.133300958;0.025207066;0.095409327;LYPLA1;10434
ENSG00000167699;638.3650264;-0.225155891;0.107615297;0.025223663;0.095452068;GLOD4;51031
ENSG00000132507;2390.871741;0.207253763;0.098463185;0.025235415;0.095461782;EIF5A;1984
ENSG00000143401;562.5696323;-0.228584265;0.109801472;0.02523684;0.095461782;ANP32E;81611
ENSG00000010310;14.32148146;-0.566367979;0.580145636;0.025270103;0.095567513;GIPR;2696
ENSG00000176105;1170.554593;-0.191917229;0.090444866;0.025308885;0.095694068;YES1;7525
ENSG00000141905;4301.586154;0.174597999;0.081004566;0.025314723;0.095696036;NFIC;4782
ENSG00000099875;1562.31086;0.270159196;0.134825235;0.025352598;0.095819083;MKNK2;2872
ENSG00000170348;5865.357585;0.184185384;0.086080229;0.025455497;0.09618778;TMED10;10972
ENSG00000257923;3339.036789;0.190817679;0.088463348;0.025488325;0.096291604;CUX1;1523
ENSG00000149636;186.3529485;-0.332884595;0.177522718;0.025501269;0.096320284;DSN1;79980
ENSG00000204666;3.192126873;-0.172770643;0.373624781;0.025519218;NA;LOC400710;400710
ENSG00000126934;2733.492714;0.201009406;0.095076248;0.025553815;0.096498497;MAP2K2;5605
ENSG00000167711;10.13487791;0.511426112;0.728697573;0.025594355;0.096631309;SERPINF2;5345
ENSG00000197461;63.84205464;0.421814176;0.257442456;0.025603189;0.096644384;PDGFA;5154
ENSG00000112514;1218.075225;-0.198735902;0.093860549;0.025620127;0.096688038;CUTA;51596
ENSG00000256185;6.813783142;0.407227759;0.672719517;0.025685633;0.096902626;NA;NA
ENSG00000177337;90.71009264;0.376951243;0.212339159;0.025691368;0.096902626;NA;NA
ENSG00000132383;1291.026135;-0.209630655;0.099671137;0.025693144;0.096902626;RPA1;6117
ENSG00000241104;9.110297546;-0.409470869;0.676501458;0.025715013;0.096964783;LOC284344;284344
ENSG00000122694;1239.081599;-0.231328622;0.112355255;0.025731708;0.09700114;GLIPR2;152007
ENSG00000111348;24.93716047;0.528910426;0.495628951;0.025739765;0.09700114;ARHGDIB;397
ENSG00000258399;43.37508508;-0.460982688;0.300130295;0.025740827;0.09700114;NA;NA
ENSG00000225511;36.05100602;-0.507725765;0.39642333;0.025762369;0.097061992;NA;NA
ENSG00000164327;971.2386645;0.19152659;0.090070768;0.025769861;0.097069891;RICTOR;253260
ENSG00000141562;663.0808756;-0.204224622;0.097249128;0.025817497;0.097228973;NARF;26502
ENSG00000185666;4.15574407;-0.268332182;0.473203049;0.025845256;NA;SYN3;8224
ENSG00000129559;395.590832;0.234222913;0.114003474;0.025853033;0.09734243;NEDD8;4738
ENSG00000106665;1921.741338;-0.214935063;0.103029486;0.025858789;0.097343733;CLIP2;7461
ENSG00000081870;238.1413725;0.274872221;0.137809423;0.025878828;0.097398793;HSPB11;51668
ENSG00000119689;4560.407106;0.220363459;0.105743684;0.025904936;0.097476667;DLST;1743
ENSG00000163866;406.1022207;0.257105986;0.12686671;0.025916859;0.097501143;SMIM12;113444
ENSG00000214140;51.9221423;-0.43654966;0.276170275;0.025961581;0.097648974;PRCD;768206
ENSG00000161103;48.36140131;0.487301791;0.362730301;0.025975432;0.097680652;LOC102725072;102725072
ENSG00000071626;1031.298386;0.200779848;0.094893008;0.025982274;0.097685967;DAZAP1;26528
ENSG00000204241;2.481617776;-0.162947143;0.367373325;0.025983817;NA;LINC02731;100128239
ENSG00000233476;63734.54999;-0.188823296;0.087717261;0.02600314;0.097743995;NA;NA
ENSG00000135250;907.6342988;-0.212606669;0.101470041;0.026012139;0.097757401;SRPK2;6733
ENSG00000042753;1185.376222;0.213088002;0.101868702;0.026060596;0.097919056;AP2S1;1175
ENSG00000180776;510.6146609;-0.248977185;0.121104187;0.026076897;0.097959852;ZDHHC20;253832
ENSG00000250961;2.18116848;0.134107469;0.348129921;0.026096088;NA;NA;NA
ENSG00000155660;3821.175721;-0.287767954;0.148366629;0.026107301;0.098053595;PDIA4;9601
ENSG00000147601;630.7673104;-0.222642085;0.10680717;0.026115678;0.09806459;TERF1;7013
ENSG00000180771;149.0882912;0.34352722;0.18664516;0.026149384;0.09817067;NA;NA
ENSG00000134255;743.7477674;-0.203142605;0.096440042;0.026162258;0.098198512;CEPT1;10390
ENSG00000117222;509.796699;-0.233945805;0.113349109;0.02619703;0.09830852;RBBP5;5929
ENSG00000167775;261.4814257;-0.273072772;0.137148377;0.026220635;0.098376585;CD320;51293
ENSG00000255857;9.502162195;-0.518063452;0.725248867;0.026227834;0.098383084;NA;NA
ENSG00000159399;920.5106321;0.314836854;0.167020204;0.026239517;0.098406394;HK2;3099
ENSG00000103351;504.5833933;-0.237069534;0.115345014;0.026305256;0.098618155;CLUAP1;23059
ENSG00000178033;698.138727;0.273908538;0.137587287;0.026306944;0.098618155;CALHM5;254228
ENSG00000271826;4.61777338;0.267183988;0.469528947;0.026315776;0.098630717;PLS3-AS1;101927352
ENSG00000177917;323.8229059;0.255208523;0.1258979;0.026322598;0.098635742;ARL6IP6;151188
ENSG00000100297;224.8904292;0.285583563;0.145581106;0.026453349;0.09910505;MCM5;4174
ENSG00000184961;32.29343609;-0.490108387;0.348203036;0.02646514;0.099128587;NA;NA
ENSG00000163001;666.6018286;-0.208284774;0.099308316;0.026506451;0.099239251;CFAP36;112942
ENSG00000163635;580.8629041;0.214687039;0.103211316;0.026509432;0.099239251;ATXN7;6314
ENSG00000101417;116.5300855;-0.344858248;0.186203886;0.02651123;0.099239251;PXMP4;11264
ENSG00000107902;231.1513838;-0.27704869;0.139814876;0.026537509;0.099316959;LHPP;64077
ENSG00000145194;21.10219808;0.532969699;0.460146055;0.026563402;0.099393193;ECE2;9718
ENSG00000234684;66.48844423;-0.409902502;0.245697881;0.026583539;0.099447859;SDCBP2-AS1;100507495
ENSG00000119397;257.983856;-0.273826737;0.137568237;0.026598584;0.09948346;CNTRL;11064
ENSG00000119729;3466.830897;0.211518459;0.100379701;0.026610934;0.099508965;RHOQ;23433
ENSG00000132405;536.1588754;-0.222335417;0.10740728;0.026660815;0.099674777;TBC1D14;57533
ENSG00000198561;4058.999182;0.226985388;0.110155596;0.026673809;0.099684921;CTNND1;1500
ENSG00000175938;317.0412764;0.269830535;0.135753134;0.026674608;0.099684921;ORAI3;93129
ENSG00000230724;335.7857296;-0.250989317;0.123983069;0.026713852;0.099810852;NA;NA
ENSG00000197497;60.03535065;-0.425459575;0.265084843;0.026729408;0.099830944;ZNF665;79788
ENSG00000160325;218.4629861;-0.274130785;0.137936143;0.026730326;0.099830944;CACFD1;11094
ENSG00000113448;372.8405729;0.367457463;0.211354282;0.02674387;0.0998608;PDE4D;5144
ENSG00000242282;27.7070593;-0.505464161;0.380654974;0.026749995;0.09986295;NA;NA
ENSG00000174744;499.3888075;0.238672111;0.116775358;0.026769916;0.099916496;BRMS1;25855
ENSG00000198898;2580.494245;0.191205606;0.092181673;0.026775541;0.099916496;CAPZA2;830
ENSG00000090013;719.6737837;-0.232749469;0.113560663;0.026780997;0.099916496;BLVRB;645
ENSG00000122417;485.8011803;-0.226562453;0.109717059;0.026788281;0.099922953;ODF2L;57489
ENSG00000124120;864.9336204;0.2204183;0.106423385;0.02680517;0.099965229;TTPAL;79183
ENSG00000226453;1.727732806;-0.102617185;0.332466442;0.026823171;NA;NA;NA
ENSG00000187792;99.90505895;-0.376792845;0.216337403;0.026847623;0.100102804;ZNF70;7621
ENSG00000258477;190.8144079;0.301451637;0.155990189;0.02686466;0.100142988;NA;NA
ENSG00000120008;2023.754935;0.179757152;0.084461089;0.026869531;0.100142988;WDR11;55717
ENSG00000145734;942.3462445;0.191652334;0.090786495;0.026889732;0.100197522;BDP1;55814
ENSG00000015568;1188.518693;-0.193487379;0.091843688;0.026901826;0.100221836;RGPD5;84220
ENSG00000100209;130.9577996;-0.318625375;0.169000317;0.026945587;0.100364085;HSCB;150274
ENSG00000262468;19.20826029;-0.537822918;0.498059523;0.026983834;0.100485741;NA;NA
ENSG00000142784;1613.57686;0.198368169;0.09463372;0.027039119;0.100670787;WDTC1;23038
ENSG00000179262;1401.931019;0.199515537;0.09555313;0.027070833;0.100768012;RAD23A;5886
ENSG00000058600;489.4400547;0.231956843;0.113177989;0.027078038;0.100773985;POLR3E;55718
ENSG00000168405;136.986914;0.392546166;0.235128477;0.027094792;0.100815486;CMAHP;8418
ENSG00000113209;30.38656956;-0.502423191;0.377608731;0.027115028;0.100869923;PCDHB5;26167
ENSG00000114331;2063.918506;-0.198912757;0.095008497;0.027132726;0.100914895;ACAP2;23527
ENSG00000143179;788.4459593;0.270533491;0.136209636;0.027146312;0.100944563;UCK2;7371
ENSG00000153531;28.1428343;-0.505447645;0.384290073;0.027166256;0.100997854;ADPRHL1;113622
ENSG00000183054;1183.261024;-0.192233278;0.091997939;0.027173754;0.101004859;RGPD6;729540
ENSG00000172660;2587.013332;0.189627025;0.090019762;0.027180278;0.101008244;NA;NA
ENSG00000176641;147.8835549;0.330242603;0.177613616;0.02718845;0.10101775;RNF152;220441
ENSG00000198055;288.4486892;0.261612888;0.13099731;0.02721724;0.101103842;GRK6;2870
ENSG00000104723;1376.869893;-0.194309183;0.092513058;0.027235481;0.101115173;TUSC3;7991
ENSG00000130382;798.9687482;0.252037593;0.125480098;0.027236264;0.101115173;MLLT1;4298
ENSG00000236144;99.29711178;0.353302497;0.196592565;0.027237148;0.101115173;TMEM147-AS1;100506469
ENSG00000163347;2.611195811;-0.15644808;0.362360179;0.027310732;NA;CLDN1;9076
ENSG00000119777;2102.76096;0.191975126;0.090538794;0.027319208;0.101394787;TMEM214;54867
ENSG00000173599;627.1513299;0.34161466;0.187170221;0.027323737;0.101394787;PC;5091
ENSG00000253141;2.327735752;0.157220294;0.363177094;0.027331028;NA;NA;NA
ENSG00000057663;564.8112159;0.23988792;0.117931386;0.027344482;0.101444035;ATG5;9474
ENSG00000163510;500.2864918;-0.218293882;0.104686423;0.027348284;0.101444035;CWC22;57703
ENSG00000103326;492.5311977;0.226686757;0.110452504;0.027356463;0.101453462;CAPN15;6650
ENSG00000128591;11458.8589;-0.236993994;0.11656717;0.02741358;0.101644334;FLNC;2318
