;baseMean;log2FoldChange;lfcSE;pvalue;padj;symbol;entrez
ENSG00000011083;0.398672199;-0.003533778;0.308564084;0.883881466;NA;SLC6A7;6534
ENSG00000082684;0.398672199;-0.003533778;0.308564084;0.883881466;NA;SEMA5B;54437
ENSG00000210709;0.398672199;-0.003533778;0.308564084;0.883881466;NA;NA;NA
ENSG00000235192;0.398672199;-0.003533778;0.308564084;0.883881466;NA;NA;NA
ENSG00000236148;0.398672199;-0.003533778;0.308564084;0.883881466;NA;NA;NA
ENSG00000238823;0.398672199;-0.003533778;0.308564084;0.883881466;NA;NA;NA
ENSG00000244307;0.398672199;-0.003533778;0.308564084;0.883881466;NA;NA;NA
ENSG00000251556;0.398672199;-0.003533778;0.308564084;0.883881466;NA;NA;NA
ENSG00000254636;0.398672199;-0.003533778;0.308564084;0.883881466;NA;ARMS2;387715
ENSG00000259232;0.398672199;-0.003533778;0.308564084;0.883881466;NA;NA;NA
ENSG00000259326;0.398672199;-0.003533778;0.308564084;0.883881466;NA;NA;NA
ENSG00000242276;1.838618871;-0.007362718;0.303965504;0.884028584;NA;NA;NA
ENSG00000242853;0.552770614;0.001868356;0.308096739;0.88408041;NA;NA;NA
ENSG00000166407;0.367736971;-0.005836294;0.30863742;0.884102822;NA;LMO1;4004
ENSG00000171916;0.367736971;-0.005836294;0.30863742;0.884102822;NA;LGALS9C;654346
ENSG00000181291;0.367736971;-0.005836294;0.30863742;0.884102822;NA;TMEM132E;124842
ENSG00000196403;0.367736971;-0.005836294;0.30863742;0.884102822;NA;NA;NA
ENSG00000198223;0.367736971;-0.005836294;0.30863742;0.884102822;NA;CSF2RA;1438
ENSG00000204193;0.367736971;-0.005836294;0.30863742;0.884102822;NA;TXNDC8;255220
ENSG00000221222;0.367736971;-0.005836294;0.30863742;0.884102822;NA;NA;NA
ENSG00000230899;0.367736971;-0.005836294;0.30863742;0.884102822;NA;NA;NA
ENSG00000231944;0.367736971;-0.005836294;0.30863742;0.884102822;NA;PHKA1-AS1;101928259
ENSG00000239731;0.367736971;-0.005836294;0.30863742;0.884102822;NA;NA;NA
ENSG00000251769;0.367736971;-0.005836294;0.30863742;0.884102822;NA;NA;NA
ENSG00000251892;0.367736971;-0.005836294;0.30863742;0.884102822;NA;NA;NA
ENSG00000252274;0.367736971;-0.005836294;0.30863742;0.884102822;NA;NA;NA
ENSG00000259701;0.367736971;-0.005836294;0.30863742;0.884102822;NA;NA;NA
ENSG00000250568;5.889342512;-0.015809069;0.285796948;0.884201586;0.952453115;NA;NA
ENSG00000271991;0.988433423;0.00541737;0.306660324;0.884232915;NA;NA;NA
ENSG00000227500;764.7540914;0.013733974;0.099021696;0.884256011;0.952453115;SCAMP4;113178
ENSG00000143149;2263.476089;0.014318367;0.102683706;0.884284875;0.952453115;ALDH9A1;223
ENSG00000272148;8.309209756;0.015521773;0.286425174;0.88433001;0.952453115;NA;NA
ENSG00000272108;2.468113179;0.010039382;0.300127548;0.88440571;NA;NA;NA
ENSG00000259840;1.698124931;0.009089999;0.302504459;0.884491881;NA;NA;NA
ENSG00000244381;23.56184923;-0.02131902;0.248233224;0.884695252;0.952736199;NA;NA
ENSG00000198482;77.53912952;-0.021146897;0.181733385;0.884771306;0.952736199;ZNF808;388558
ENSG00000254606;0.479501156;0.00079867;0.308833461;0.884786319;NA;NA;NA
ENSG00000261586;8.324266555;-0.016875437;0.279729228;0.884791524;0.952736199;NA;NA
ENSG00000268087;40.76282494;-0.022048888;0.222267928;0.884804636;0.952736199;NA;NA
ENSG00000206885;2.031984219;0.009565583;0.301744163;0.884856903;NA;SNORA75;654321
ENSG00000189134;21.59188253;0.021335721;0.252721219;0.884888003;0.952768952;NKAPL;222698
ENSG00000272724;1.353877047;-0.013115895;0.304883026;0.884938157;NA;NA;NA
ENSG00000124003;0.3472142;-0.006108692;0.308769259;0.885009503;NA;MOGAT1;116255
ENSG00000139044;0.3472142;-0.006108692;0.308769259;0.885009503;NA;B4GALNT3;283358
ENSG00000199676;0.3472142;-0.006108692;0.308769259;0.885009503;NA;NA;NA
ENSG00000209042;0.3472142;-0.006108692;0.308769259;0.885009503;NA;SNORD12C;26765
ENSG00000212135;0.3472142;-0.006108692;0.308769259;0.885009503;NA;SNORD67;692108
ENSG00000224621;0.3472142;-0.006108692;0.308769259;0.885009503;NA;NA;NA
ENSG00000225043;0.3472142;-0.006108692;0.308769259;0.885009503;NA;NA;NA
ENSG00000228548;0.3472142;-0.006108692;0.308769259;0.885009503;NA;NA;NA
ENSG00000230841;0.3472142;-0.006108692;0.308769259;0.885009503;NA;NA;NA
ENSG00000254315;0.3472142;-0.006108692;0.308769259;0.885009503;NA;NA;NA
ENSG00000259083;0.3472142;-0.006108692;0.308769259;0.885009503;NA;NA;NA
ENSG00000273399;0.3472142;-0.006108692;0.308769259;0.885009503;NA;NA;NA
ENSG00000213925;0.632260025;0.003227057;0.308019804;0.885087708;NA;NA;NA
ENSG00000226053;0.761642465;0.002175022;0.307766922;0.885093303;NA;LINC01776;729987
ENSG00000264840;0.761642465;0.002175022;0.307766922;0.885093303;NA;NA;NA
ENSG00000259125;0.823257859;-0.007083293;0.307884919;0.885155271;NA;LRP1-AS;105751187
ENSG00000261423;14.6646072;-0.019018808;0.267029555;0.885162514;0.952979425;TMEM202-AS1;105370888
ENSG00000188451;0.881737096;0.003247866;0.307895544;0.885215035;NA;NA;NA
ENSG00000257573;8.567446932;-0.016725593;0.279673739;0.885243839;0.952979425;NA;NA
ENSG00000141569;340.0960512;-0.017172326;0.134439507;0.885258814;0.952979425;TRIM65;201292
ENSG00000260488;2.707580292;-0.011661458;0.30147744;0.885288735;NA;NA;NA
ENSG00000224738;10.04438197;-0.017460998;0.276758052;0.885295324;0.952979425;NA;NA
ENSG00000115128;670.601736;-0.013349369;0.099588426;0.885367063;0.952999637;SF3B6;51639
ENSG00000115474;0.331243536;-0.006686927;0.308658401;0.885432884;NA;KCNJ13;3769
ENSG00000168421;0.331243536;-0.006686927;0.308658401;0.885432884;NA;RHOH;399
ENSG00000202337;0.331243536;-0.006686927;0.308658401;0.885432884;NA;RNU6-8;101954278
ENSG00000205057;0.331243536;-0.006686927;0.308658401;0.885432884;NA;CLLU1OS;574016
ENSG00000227215;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000229536;0.331243536;-0.006686927;0.308658401;0.885432884;NA;LINC02572;105373615
ENSG00000231210;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000231927;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000234488;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000236472;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000237531;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000248394;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000250816;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000255211;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000259156;0.331243536;-0.006686927;0.308658401;0.885432884;NA;CHEK2P2;646096
ENSG00000259894;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000260986;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000261471;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000263463;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000266922;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000266987;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000270716;0.331243536;-0.006686927;0.308658401;0.885432884;NA;NA;NA
ENSG00000223462;0.812654576;0.005821371;0.307978789;0.885469547;NA;NA;NA
ENSG00000259348;1.247125472;-0.007681796;0.304835967;0.885474402;NA;NA;NA
ENSG00000183405;1586.433558;0.013585108;0.083813879;0.885475898;0.953052624;NA;NA
ENSG00000254429;47.30441423;-0.021400371;0.233374807;0.885522596;0.953052624;NA;NA
ENSG00000248626;3.18530965;0.010671416;0.298677062;0.885560533;NA;NA;NA
ENSG00000150627;70.41830196;-0.021973798;0.201465243;0.885575185;0.953052624;WDR17;116966
ENSG00000270640;0.7925532;-0.003887551;0.307994455;0.885603837;NA;NA;NA
ENSG00000168569;141.4956535;-0.019097038;0.147228027;0.885639037;0.953059985;TMEM223;79064
ENSG00000180610;1.769383523;-0.009387875;0.301372431;0.885660309;NA;NA;NA
ENSG00000244038;4504.187645;-0.012300322;0.082791002;0.885723975;0.953059985;DDOST;1650
ENSG00000272914;9.538525211;0.01859087;0.273794409;0.885740921;0.953059985;NA;NA
ENSG00000251994;3.096766685;0.011181188;0.297822009;0.885757937;NA;NA;NA
ENSG00000155428;26.34504367;0.021947356;0.242357457;0.885929591;0.953205995;TRIM74;378108
ENSG00000106631;0.700139427;-0.005906479;0.30777148;0.885942729;NA;MYL7;58498
ENSG00000255553;0.700139427;-0.005906479;0.30777148;0.885942729;NA;LINC02733;100507521
ENSG00000261253;2.690896574;0.010634972;0.299259104;0.886035701;NA;LOC100287036;100287036
ENSG00000204805;4.711792439;-0.014070105;0.290261946;0.886148608;0.953384637;NA;NA
ENSG00000234156;3.548672523;-0.012763594;0.29799651;0.886233192;NA;NA;NA
ENSG00000113971;795.5790657;-0.013357655;0.100368514;0.88628637;0.953465094;NPHP3;27031
ENSG00000270062;8.918078247;0.017778764;0.277015083;0.886329367;0.953465094;NA;NA
ENSG00000166856;0.360433868;-0.005308456;0.30876178;0.886349538;NA;GPR182;11318
ENSG00000213727;0.360433868;-0.005308456;0.30876178;0.886349538;NA;NA;NA
ENSG00000224260;0.360433868;-0.005308456;0.30876178;0.886349538;NA;NA;NA
ENSG00000224807;0.360433868;-0.005308456;0.30876178;0.886349538;NA;NA;NA
ENSG00000235262;0.360433868;-0.005308456;0.30876178;0.886349538;NA;NA;NA
ENSG00000241981;0.360433868;-0.005308456;0.30876178;0.886349538;NA;NA;NA
ENSG00000255753;0.360433868;-0.005308456;0.30876178;0.886349538;NA;NA;NA
ENSG00000256028;0.360433868;-0.005308456;0.30876178;0.886349538;NA;NA;NA
ENSG00000260163;0.360433868;-0.005308456;0.30876178;0.886349538;NA;NA;NA
ENSG00000266507;0.360433868;-0.005308456;0.30876178;0.886349538;NA;MIR4479;100616480
ENSG00000272566;0.360433868;-0.005308456;0.30876178;0.886349538;NA;NA;NA
ENSG00000145730;11947.34301;0.01480926;0.084164623;0.886458701;0.953528788;PAM;5066
ENSG00000263293;2.444303668;-0.009878436;0.299845795;0.886479934;NA;THCAT158;102724508
ENSG00000221743;8.559219483;-0.012618202;0.291861723;0.886512938;0.953528788;NA;NA
ENSG00000243339;1.825757538;-0.00610909;0.304618053;0.886543664;NA;NA;NA
ENSG00000261051;10.1892424;0.017764758;0.275321674;0.886547551;0.953528788;NA;NA
ENSG00000198518;5.42899325;-0.010689773;0.296587925;0.886668031;0.953601372;NA;NA
ENSG00000232878;1.410104357;-0.006001874;0.30618217;0.886703735;NA;DPYD-AS1;100873932
ENSG00000215604;0.861540945;-0.007943156;0.306757842;0.88672233;NA;NA;NA
ENSG00000152102;3300.241006;-0.010186059;0.083672768;0.88677241;0.95365663;FAM168B;130074
ENSG00000158220;3.558003539;-0.012148489;0.294885844;0.886789437;NA;ESYT3;83850
ENSG00000227848;2.853020174;0.009759916;0.299353254;0.886796879;NA;NA;NA
ENSG00000267372;3.772073897;-0.010700464;0.297530683;0.886850876;NA;NA;NA
ENSG00000088992;0.428285195;-0.003492018;0.308554525;0.886858808;NA;TESC;54997
ENSG00000225230;0.428285195;-0.003492018;0.308554525;0.886858808;NA;NA;NA
ENSG00000233321;0.428285195;-0.003492018;0.308554525;0.886858808;NA;LINC02669;101927880
ENSG00000240964;0.428285195;-0.003492018;0.308554525;0.886858808;NA;NA;NA
ENSG00000243328;0.428285195;-0.003492018;0.308554525;0.886858808;NA;NA;NA
ENSG00000244541;0.428285195;-0.003492018;0.308554525;0.886858808;NA;LINC01213;101927992
ENSG00000248553;0.428285195;-0.003492018;0.308554525;0.886858808;NA;NA;NA
ENSG00000266618;0.428285195;-0.003492018;0.308554525;0.886858808;NA;MIR4742;100616468
ENSG00000267672;0.428285195;-0.003492018;0.308554525;0.886858808;NA;NA;NA
ENSG00000236921;0.594324382;0.003588726;0.308564275;0.886958971;NA;NA;NA
ENSG00000181227;28.72150048;0.021986627;0.234875435;0.886990615;0.953834287;NA;NA
ENSG00000102069;0.397349968;-0.00604369;0.308634068;0.887003867;NA;NA;NA
ENSG00000214518;0.397349968;-0.00604369;0.308634068;0.887003867;NA;KRTAP2-2;728279
ENSG00000222012;0.397349968;-0.00604369;0.308634068;0.887003867;NA;LOC105375614;105375614
ENSG00000228997;0.397349968;-0.00604369;0.308634068;0.887003867;NA;NA;NA
ENSG00000229023;0.397349968;-0.00604369;0.308634068;0.887003867;NA;NA;NA
ENSG00000230077;0.397349968;-0.00604369;0.308634068;0.887003867;NA;NA;NA
ENSG00000234441;0.397349968;-0.00604369;0.308634068;0.887003867;NA;NA;NA
ENSG00000258910;0.397349968;-0.00604369;0.308634068;0.887003867;NA;NA;NA
ENSG00000259592;0.397349968;-0.00604369;0.308634068;0.887003867;NA;NA;NA
ENSG00000267943;0.397349968;-0.00604369;0.308634068;0.887003867;NA;NA;NA
ENSG00000236319;1.321671425;0.009692082;0.30377548;0.887065051;NA;NA;NA
ENSG00000234604;1.7194575;0.009619968;0.301276186;0.887065354;NA;NA;NA
ENSG00000165917;1.504647551;-0.006440138;0.304740254;0.887183758;NA;RAPSN;5913
ENSG00000116663;119.7367631;0.019061386;0.159599872;0.887357999;0.954087167;FBXO6;26270
ENSG00000220023;498.1031293;-0.016515155;0.129597319;0.887387148;0.954087167;NA;NA
ENSG00000188785;161.2605529;0.018003766;0.143886191;0.887409162;0.954087167;ZNF548;147694
ENSG00000272485;0.595167172;0.002741314;0.308459072;0.887410277;NA;NA;NA
ENSG00000223972;17.88311265;-0.019231378;0.262448739;0.887437863;0.954087167;DDX11L1;100287102
ENSG00000272769;1.304170464;-0.004871617;0.307106673;0.887494064;NA;NA;NA
ENSG00000240184;2496.41194;0.011181555;0.081050694;0.887497061;0.954088324;PCDHGC3;5098
ENSG00000179571;4.457060011;-0.013629459;0.291643061;0.887520774;NA;NA;NA
ENSG00000123892;33.64888733;0.022495017;0.226572781;0.887582578;0.954088324;RAB38;23682
ENSG00000049860;4370.151457;-0.011246885;0.084107085;0.887598008;0.954088324;HEXB;3074
ENSG00000266831;4.043350966;0.013551267;0.29273896;0.887634172;NA;NA;NA
ENSG00000167034;26.47456165;0.021826697;0.236349142;0.887866539;0.954224792;NKX3-1;4824
ENSG00000205560;0.800882054;0.002277797;0.308597193;0.887885217;NA;CPT1B;1375
ENSG00000267089;0.800882054;0.002277797;0.308597193;0.887885217;NA;NA;NA
ENSG00000109065;514.9803532;0.013330694;0.103579254;0.887894078;0.954224792;NAT9;26151
ENSG00000104147;6.831079379;-0.015736594;0.283044495;0.887927377;0.954224792;OIP5;11339
ENSG00000231043;24.93068902;0.020185617;0.246653607;0.887953708;0.954224792;NA;NA
ENSG00000117399;31.4714829;-0.021254122;0.228369366;0.887990116;0.954224792;CDC20;991
ENSG00000260145;1.25764867;-0.004221423;0.306258618;0.888022131;NA;NA;NA
ENSG00000261141;1.648626416;-0.008050765;0.302762397;0.888031028;NA;NA;NA
ENSG00000111850;57.74616811;-0.021054009;0.196079768;0.888207849;0.954377214;SMIM8;57150
ENSG00000122565;2037.534777;0.012533037;0.090010523;0.888238035;0.954377214;CBX3;11335
ENSG00000108342;0.317601203;-0.006546087;0.308646257;0.888338148;NA;CSF3;1440
ENSG00000173876;0.317601203;-0.006546087;0.308646257;0.888338148;NA;NA;NA
ENSG00000175336;0.317601203;-0.006546087;0.308646257;0.888338148;NA;APOF;319
ENSG00000213328;0.317601203;-0.006546087;0.308646257;0.888338148;NA;NA;NA
ENSG00000221027;0.317601203;-0.006546087;0.308646257;0.888338148;NA;NA;NA
ENSG00000228614;0.317601203;-0.006546087;0.308646257;0.888338148;NA;NA;NA
ENSG00000230176;0.317601203;-0.006546087;0.308646257;0.888338148;NA;LINC01433;728228
ENSG00000230805;0.317601203;-0.006546087;0.308646257;0.888338148;NA;NA;NA
ENSG00000235481;0.317601203;-0.006546087;0.308646257;0.888338148;NA;NA;NA
ENSG00000238319;0.317601203;-0.006546087;0.308646257;0.888338148;NA;NA;NA
ENSG00000249428;0.317601203;-0.006546087;0.308646257;0.888338148;NA;NA;NA
ENSG00000253398;0.317601203;-0.006546087;0.308646257;0.888338148;NA;NA;NA
ENSG00000255146;0.317601203;-0.006546087;0.308646257;0.888338148;NA;NA;NA
ENSG00000257749;0.317601203;-0.006546087;0.308646257;0.888338148;NA;NA;NA
ENSG00000197150;557.7440074;0.013006499;0.099904138;0.888390135;0.954425863;ABCB8;11194
ENSG00000231209;5.769298114;0.014486023;0.289232008;0.888407323;0.954425863;NA;NA
ENSG00000171116;24.03263779;-0.020696393;0.241138575;0.888442437;0.954425863;HSFX1;100506164
ENSG00000198384;1.173030959;-0.007397372;0.305162238;0.888532449;NA;NA;NA
ENSG00000010318;73.70475791;-0.021786512;0.194316612;0.888536585;0.954451412;PHF7;51533
ENSG00000271821;0.968073962;-0.008214576;0.305743261;0.888543954;NA;NA;NA
ENSG00000154620;2.686891077;0.009830829;0.300903012;0.888552054;NA;TMSB4Y;9087
ENSG00000101901;436.84276;0.015312432;0.115544009;0.888572305;0.954451412;ALG13;79868
ENSG00000070367;1315.774769;-0.010916974;0.086285663;0.888685668;0.954457296;EXOC5;10640
ENSG00000273156;0.829526785;-0.004523249;0.307040745;0.888726711;NA;NA;NA
ENSG00000261375;2.577733496;-0.007789965;0.301877904;0.888729609;NA;NA;NA
ENSG00000172332;1.461600297;-0.009317726;0.304411614;0.88873007;NA;NA;NA
ENSG00000228624;9.240384793;-0.017010514;0.27711523;0.888734399;0.954457296;HDAC2-AS2;101927768
ENSG00000110917;3975.889845;0.014097115;0.105375244;0.888736912;0.954457296;MLEC;9761
ENSG00000231606;0.712296219;-0.002582021;0.308097969;0.888758889;NA;NA;NA
ENSG00000263142;563.2055533;0.01483744;0.111068766;0.888820008;0.95446933;NA;NA
ENSG00000197714;19.78984425;-0.019947402;0.253960863;0.888854205;0.95446933;ZNF460;10794
ENSG00000235795;2.001365831;-0.010289747;0.299819833;0.888863289;NA;NA;NA
ENSG00000215529;0.859139782;0.005028446;0.307928618;0.888872892;NA;EFCAB8;388795
ENSG00000255035;0.859139782;0.005028446;0.307928618;0.888872892;NA;NA;NA
ENSG00000125931;0.754483657;0.002919589;0.308137162;0.888948077;NA;CITED1;4435
ENSG00000102858;1211.495888;0.014814063;0.097580056;0.888969228;0.95453588;MGRN1;23295
ENSG00000236658;0.496956101;-0.0067818;0.30856567;0.888989814;NA;NA;NA
ENSG00000265411;2.846974044;-0.010648776;0.301337541;0.88901352;NA;NA;NA
ENSG00000238003;2.00529968;0.007350973;0.303688401;0.889032456;NA;NA;NA
ENSG00000173681;332.0615885;-0.014716886;0.116776536;0.889096298;0.954615358;BCLAF3;256643
ENSG00000225675;0.37082803;0.00025111;0.308828096;0.88913026;NA;LINC01771;105378732
ENSG00000227925;0.37082803;0.00025111;0.308828096;0.88913026;NA;NA;NA
ENSG00000249695;0.37082803;0.00025111;0.308828096;0.88913026;NA;LOC574538;574538
ENSG00000273138;0.37082803;0.00025111;0.308828096;0.88913026;NA;NA;NA
ENSG00000156298;0.887861015;0.005649441;0.306951077;0.889155874;NA;TSPAN7;7102
ENSG00000266282;0.887861015;0.005649441;0.306951077;0.889155874;NA;NA;NA
ENSG00000170430;300.3422806;-0.01533133;0.121005108;0.889161806;0.954623654;MGMT;4255
ENSG00000175787;43.86602586;0.021793739;0.215458839;0.88921013;0.954623654;ZNF169;169841
ENSG00000207200;0.390210176;-0.005990704;0.308623755;0.889217773;NA;NA;NA
ENSG00000223117;0.390210176;-0.005990704;0.308623755;0.889217773;NA;NA;NA
ENSG00000231416;0.390210176;-0.005990704;0.308623755;0.889217773;NA;NA;NA
ENSG00000235258;0.390210176;-0.005990704;0.308623755;0.889217773;NA;NA;NA
ENSG00000253825;0.390210176;-0.005990704;0.308623755;0.889217773;NA;NA;NA
ENSG00000255384;0.390210176;-0.005990704;0.308623755;0.889217773;NA;NA;NA
ENSG00000259079;0.390210176;-0.005990704;0.308623755;0.889217773;NA;NA;NA
ENSG00000260423;0.390210176;-0.005990704;0.308623755;0.889217773;NA;LINC02367;101930452
ENSG00000271789;2.762532363;0.009387078;0.300304503;0.889219549;NA;NA;NA
ENSG00000252473;1.57666887;0.006795568;0.304344009;0.889270225;NA;NA;NA
ENSG00000240007;2.537888142;0.010343762;0.299456708;0.889310983;NA;NA;NA
ENSG00000160445;2019.461067;-0.010682321;0.084634953;0.88947351;0.954636082;ZER1;10444
ENSG00000149564;3.307484414;0.012150461;0.295866903;0.889476723;NA;ESAM;90952
ENSG00000238165;41.89489923;-0.020687738;0.227860363;0.889478004;0.954636082;NA;NA
ENSG00000233750;23.45099287;-0.020236009;0.246239015;0.889627671;0.954636082;NA;NA
ENSG00000148459;35.58761979;0.021388442;0.222724075;0.889672019;0.954636082;PDSS1;23590
ENSG00000036257;1710.441142;0.011165691;0.086737811;0.889702501;0.954636082;CUL3;8452
ENSG00000270039;11.22097023;-0.016738985;0.275063799;0.889714421;0.954636082;NA;NA
ENSG00000011275;1718.880713;0.011970627;0.078801563;0.889739295;0.954636082;RNF216;54476
ENSG00000207129;2.937710104;-0.009732589;0.299051965;0.88974122;NA;NA;NA
ENSG00000148832;62.63487829;-0.02071918;0.193191843;0.889745707;0.954636082;PAOX;196743
ENSG00000215093;37.49040797;-0.021604652;0.222715349;0.889758142;0.954636082;NA;NA
ENSG00000174013;164.7116315;0.019174626;0.146500428;0.889792108;0.954636082;FBXO45;200933
ENSG00000108759;0.414642863;-0.003396853;0.30854538;0.889875958;NA;KRT32;3882
ENSG00000215005;0.414642863;-0.003396853;0.30854538;0.889875958;NA;NA;NA
ENSG00000217275;0.414642863;-0.003396853;0.30854538;0.889875958;NA;NA;NA
ENSG00000225812;0.414642863;-0.003396853;0.30854538;0.889875958;NA;NA;NA
ENSG00000230020;0.414642863;-0.003396853;0.30854538;0.889875958;NA;NA;NA
ENSG00000247925;0.414642863;-0.003396853;0.30854538;0.889875958;NA;NA;NA
ENSG00000268925;0.414642863;-0.003396853;0.30854538;0.889875958;NA;NA;NA
ENSG00000227288;6.346484339;-0.01476738;0.285443998;0.889932539;0.954636082;NA;NA
ENSG00000122218;7048.555681;-0.01007828;0.075090593;0.889934604;0.954636082;COPA;1314
ENSG00000212916;37.5778289;-0.021166905;0.217607629;0.889954255;0.954636082;MAP10;54627
ENSG00000228599;0.314449076;0.00027955;0.30881476;0.889959073;NA;NA;NA
ENSG00000232724;0.314449076;0.00027955;0.30881476;0.889959073;NA;NA;NA
ENSG00000235062;0.314449076;0.00027955;0.30881476;0.889959073;NA;NA;NA
ENSG00000244528;0.314449076;0.00027955;0.30881476;0.889959073;NA;NA;NA
ENSG00000259571;0.314449076;0.00027955;0.30881476;0.889959073;NA;BLID;414899
ENSG00000261117;0.314449076;0.00027955;0.30881476;0.889959073;NA;NA;NA
ENSG00000261202;0.314449076;0.00027955;0.30881476;0.889959073;NA;LOC114841040;114841040
ENSG00000267054;0.314449076;0.00027955;0.30881476;0.889959073;NA;NA;NA
ENSG00000269686;0.314449076;0.00027955;0.30881476;0.889959073;NA;NA;NA
ENSG00000133627;78.48590561;-0.020068967;0.179362866;0.890010793;0.954636082;ACTR3B;57180
ENSG00000212766;3.501240412;-0.009392003;0.299029207;0.89007161;NA;EWSAT1;283673
ENSG00000105875;321.2262053;0.018654047;0.157414555;0.890075292;0.954636082;WDR91;29062
ENSG00000203602;2.001230662;-0.003982887;0.306204976;0.890081951;NA;NA;NA
ENSG00000258949;7.21598529;0.016222495;0.282419346;0.890149591;0.954636082;LOC101927418;101927418
ENSG00000158825;19.71037522;-0.019213144;0.257570197;0.890192236;0.954636082;CDA;978
ENSG00000114784;546.5624978;-0.021258235;0.125130772;0.890311781;0.954636082;EIF1B;10289
ENSG00000070182;8.315552897;-0.015155416;0.283164893;0.890323987;0.954636082;SPTB;6710
ENSG00000173715;64.52727765;0.021381958;0.208217339;0.890346364;0.954636082;C11orf80;79703
ENSG00000257252;5.556601371;-0.012783541;0.291833106;0.890359297;0.954636082;NA;NA
